CAMPUS,camp.name,dist.name,county,camp.street,camp.city,camp.zip,low.gd,high.gd,region,aea,charter,magnet,peg,all.stud,black.pct,amer.ind.pct,asian.pct,hisp.pct,pac.isld.pct,two.race.pct,white.pct,ecodis.pct,mobility.pct,r.all.cnt,m.all.cnt,r.notmeet.pct,r.approaches.pct,r.meets.pct,r.masters.pct,m.notmeet.pct,m.approaches.pct,m.meets.pct,m.masters.pct,sat.act.part.rate,avg.sat.total.score,avg.act.total.score,ap.ib.part.rate,ap.ib.above.criterion.rate,nceread,ncemath,avg.growth,eng1.all.cnt.2,eng1.meets.cnt.2,eng2.all.cnt.2,eng2.meets.cnt.2,alg1.all.cnt.2,alg1.meets.cnt.2,w.avg,stud.ach.grade,residuals,camp.perf.score,camp.perf.grade,growth.grade,elem.total.score.33.33.33,state.rank.33.33.33,total.grade.33.33.33,region.rank
15834002,BASIS SAN ANTONIO- PRI NORTH CENTRAL CAMPUS,BASIS TEXAS,BEXAR COUNTY,8519 FLOYD CURL DR,SAN ANTONIO,78240,KG,5,20,N,Y,NO,N,626,3.993610224,0.638977636,17.73162939,35.94249201,0.319488818,4.632587859,36.74121406,4.632587859,10.8,508,361,5.118110236,94.88188976,79.13385827,52.95275591,8.033240997,91.41274238,69.52908587,37.67313019,NA,NA,NA,NA,NA,53.88764572,58.77349854,56.33057213,56,55,56,54,152,122,74.33147207,A,-0.900408341,73.43106373,A,A,67.96300494,305,A-,11
46901104,SEELE EL,NEW BRAUNFELS ISD,COMAL COUNTY,540 HOWARD ST,NEW BRAUNFELS,78130-5332,KG,5,13,N,N,NO,N,406,1.477832512,0.738916256,0.738916256,41.62561576,0,2.463054187,52.95566502,42.61083744,16.7,218,218,14.22018349,85.77981651,66.05504587,47.24770642,11.46788991,88.53211009,65.59633028,37.6146789,NA,NA,NA,NA,NA,55.59312057,57.33078003,56.4619503,NA,NA,NA,NA,NA,NA,65.82568807,A,15.39123411,81.21692218,A,A,67.76701867,314,A-,12
15915180,BEARD EL,NORTHSIDE ISD,BEXAR COUNTY,8725 SONOMA PKWY,HELOTES,78023,EE,5,20,N,N,NO,N,735,1.768707483,0.136054422,13.46938776,42.99319728,0.544217687,3.80952381,37.27891156,7.891156463,7.4,391,392,7.16112532,92.83887468,73.657289,48.84910486,5.102040816,94.89795918,73.21428571,47.70408163,NA,NA,NA,NA,NA,54.97477722,56.38289261,55.67883492,NA,NA,NA,NA,NA,NA,73.43578736,A,0.909616826,74.34540418,A,A,67.75218881,316,A-,13
15910147,VINEYARD RANCH EL,NORTH EAST ISD,BEXAR COUNTY,16818 HUEBNER RD,SAN ANTONIO,78258,EE,5,20,N,N,NO,N,761,1.97109067,0.131406045,9.855453351,48.09461235,0.262812089,4.862023653,34.82260184,11.30091984,7.7,363,363,9.090909091,90.90909091,71.62534435,50.96418733,6.887052342,93.11294766,73.27823691,50.13774105,NA,NA,NA,NA,NA,55.49921417,54.38521194,54.94221306,NA,NA,NA,NA,NA,NA,72.45179063,A,2.643870835,75.09566147,A,B,67.4290585,325,A-,14
15913101,LACKLAND EL,LACKLAND ISD,BEXAR COUNTY,2460 KENLY AVE BLDG 8265,SAN ANTONIO,78236-1244,EE,5,20,N,N,NO,N,642,16.19937695,0.15576324,0.778816199,22.42990654,0.778816199,11.37071651,48.28660436,33.80062305,26.4,249,251,13.65461847,86.34538153,64.65863454,41.36546185,10.35856574,89.64143426,67.33067729,34.66135458,NA,NA,NA,NA,NA,57.04031754,61.67522812,59.35777283,1,NA,1,NA,1,NA,65.99465591,A,11.10344024,77.09809616,A,A,67.41602479,327,A-,15
15915143,SCOBEE EL,NORTHSIDE ISD,BEXAR COUNTY,11223 CEDAR PARK,SAN ANTONIO,78249-4289,EE,5,20,N,N,NO,N,595,4.537815126,0.168067227,1.512605042,64.03361345,0,3.697478992,26.05042017,46.38655462,15.7,291,291,15.46391753,84.53608247,63.23024055,41.58075601,11.6838488,88.3161512,67.35395189,39.51890034,NA,NA,NA,NA,NA,57.40119171,52.61326599,55.00722885,NA,NA,NA,NA,NA,NA,65.29209622,A,16.66246417,81.95456039,A,A,67.35054386,330,A-,16
15915230,MCANDREW EL,NORTHSIDE ISD,BEXAR COUNTY,26615 TOUTANT BEAUREGARD,SAN ANTONIO,78006,EE,5,20,N,N,NO,N,295,2.372881356,0,4.06779661,36.27118644,0.677966102,4.745762712,51.86440678,2.711864407,8.6,150,150,4.666666667,95.33333333,73.33333333,49.33333333,4.666666667,95.33333333,74,46.66666667,NA,NA,NA,NA,NA,55.48619843,60.0475769,57.76688767,NA,NA,NA,NA,NA,NA,73.66666667,A,-3.209703175,70.45696349,A,A,67.22954244,335,A-,17
15906101,RANDOLPH EL,RANDOLPH FIELD ISD,BEXAR COUNTY,P O BOX 2217,UNIVERSAL CITY,78148-1217,EE,5,20,N,N,NO,N,625,16.16,0.48,2.4,20.32,0.48,12.32,47.84,9.28,21.2,306,306,8.496732026,91.50326797,70.26143791,47.05882353,3.921568627,96.07843137,73.52941176,44.11764706,NA,NA,NA,NA,NA,57.22449493,54.20520401,55.71484947,2,NA,2,NA,2,NA,71.89542484,A,0.490353527,72.38577836,A,A,66.59868554,359,A-,18
15915236,LOS REYES EL,NORTHSIDE ISD,BEXAR COUNTY,10785 TRIANA PKWY,HELOTES,78023,EE,5,20,N,N,NO,N,523,1.147227533,0,2.485659656,47.99235182,0,4.015296367,44.35946463,18.9292543,9.1,263,264,8.365019011,90.11406844,71.86311787,46.00760456,8.333333333,90.90909091,67.42424242,43.93939394,NA,NA,NA,NA,NA,55.43973541,51.2817955,53.36076546,NA,NA,NA,NA,NA,NA,69.64368015,A,5.501409402,75.14508955,A,B,65.98379521,392,A-,19
163908103,CASTROVILLE EL,MEDINA VALLEY ISD,MEDINA COUNTY,1000 MADRID,CASTROVILLE,78009-0480,EE,5,20,N,N,NO,N,648,0.462962963,0.308641975,0.462962963,49.53703704,0.154320988,1.388888889,47.68518519,58.7962963,12.3,296,296,17.90540541,81.41891892,57.09459459,36.82432432,11.48648649,87.83783784,66.89189189,40.54054054,NA,NA,NA,NA,NA,53.67352295,56.34341049,55.00846672,NA,NA,NA,NA,NA,NA,61.99324324,B,18.96258836,80.9558316,A,A,65.91986134,397,A-,20
15910140,CANYON RIDGE EL,NORTH EAST ISD,BEXAR COUNTY,20522 STONE OAK PKWY,SAN ANTONIO,78258-6927,EE,5,20,N,N,NO,N,637,7.37833595,0.156985871,12.71585557,35.79277865,0.156985871,7.849293564,35.94976452,15.22762951,13.1,301,301,11.96013289,88.03986711,70.43189369,48.8372093,8.970099668,91.02990033,70.7641196,48.8372093,NA,NA,NA,NA,NA,54.92328262,50.6315918,52.77743721,NA,NA,NA,NA,NA,NA,70.59800664,A,3.777993335,74.37599998,A,B,65.8512308,401,A-,21
15915195,MIRELES EL,NORTHSIDE ISD,BEXAR COUNTY,12260 ROCKWALL MILL,SAN ANTONIO,78253,EE,5,20,N,N,NO,N,885,10.84745763,0.338983051,5.423728814,44.97175141,0.11299435,5.084745763,33.22033898,19.7740113,13,444,444,13.28828829,86.71171171,65.54054054,42.34234234,10.13513514,89.86486486,68.69369369,39.86486486,NA,NA,NA,NA,NA,54.3711586,57.66482544,56.01799202,NA,NA,NA,NA,NA,NA,67.11711712,A,3.567126499,70.68424362,A,A,64.54184447,452,B+,22
15915178,AUE EL,NORTHSIDE ISD,BEXAR COUNTY,24750 BAYWATER STAGE,SAN ANTONIO,78255,EE,5,20,N,N,NO,N,677,1.477104874,0.147710487,5.317577548,38.25701625,0.295420975,3.397341211,51.10782866,8.419497784,6.7,333,333,9.60960961,90.39039039,72.07207207,50.45045045,6.906906907,93.09309309,67.86786787,41.44144144,NA,NA,NA,NA,NA,52.81861877,53.69422913,53.25642395,NA,NA,NA,NA,NA,NA,69.96996997,A,-2.12745645,67.84251352,A,B,63.62594618,492,B+,23
15835004,GREAT HEARTS IRVING,GREAT HEARTS TEXAS,BEXAR COUNTY,3350 W STORY RD,IRVING,75038,KG,9,20,N,Y,NO,N,752,4.122340426,0,32.31382979,15.02659574,0.132978723,4.521276596,43.88297872,9.175531915,10.4,461,376,8.893709328,91.10629067,67.89587852,41.43167028,7.446808511,92.55319149,68.35106383,38.56382979,NA,NA,NA,NA,NA,56.68991852,57.3212471,57.00558281,NA,NA,NA,NA,84,25,68.12347118,A,-3.365262593,64.75820858,B,A,63.23245844,511,B+,24
46902113,REBECCA CREEK EL,COMAL ISD,COMAL COUNTY,1404 IH 35 N,NEW BRAUNFELS,78130-3240,EE,5,20,N,N,NO,N,515,0.388349515,0.970873786,0.776699029,30.67961165,0,3.495145631,63.68932039,41.55339806,15.4,258,259,13.95348837,86.04651163,60.07751938,42.63565891,10.42471042,89.57528958,64.86486486,34.74903475,NA,NA,NA,NA,NA,51.88936234,54.57579422,53.23257828,NA,NA,NA,NA,NA,NA,62.47119212,B,11.52458481,73.99577693,A,B,63.16994926,514,B+,25
163908104,LACOSTE EL,MEDINA VALLEY ISD,MEDINA COUNTY,P O BOX 280,LACOSTE,78039-0280,EE,5,20,N,N,NO,N,711,1.265822785,0.281293952,0.562587904,66.10407876,0.421940928,2.109704641,29.25457103,64.1350211,16.6,357,357,20.72829132,78.43137255,54.34173669,33.89355742,12.04481793,87.11484594,61.06442577,38.0952381,NA,NA,NA,NA,NA,53.45571136,56.58659744,55.0211544,NA,NA,NA,NA,NA,NA,57.70308123,B,16.96268904,74.66577028,A,A,62.40087197,546,B+,26
15910142,BULVERDE CREEK,NORTH EAST ISD,BEXAR COUNTY,3839 CANYON PKWY,SAN ANTONIO,78259-2367,KG,5,20,N,N,NO,N,1069,6.735266604,0.654817587,4.864359214,45.46304958,0,4.396632367,37.88587465,26.28624883,14.6,554,557,15.88447653,84.11552347,62.81588448,40.97472924,10.41292639,89.58707361,66.96588869,41.65170557,NA,NA,NA,NA,NA,51.22345352,51.53804779,51.38075066,NA,NA,NA,NA,NA,NA,64.89088658,B,5.661183989,70.55207057,A,C,62.2122947,555,B+,27
15910144,TUSCANY HEIGHTS,NORTH EAST ISD,BEXAR COUNTY,25001 WILDERNESS OAK,SAN ANTONIO,78260,KG,5,20,N,N,NO,N,880,6.022727273,0,8.409090909,37.61363636,0.113636364,8.068181818,39.77272727,13.06818182,8.4,502,503,12.15139442,87.84860558,65.73705179,41.43426295,9.741550696,90.2584493,67.79324056,39.96023857,NA,NA,NA,NA,NA,54.56915283,54.04514694,54.30714989,NA,NA,NA,NA,NA,NA,66.76514617,A,-1.679206698,65.08593948,A,B,61.99069243,566,B+,28
15910145,CIBOLO GREEN,NORTH EAST ISD,BEXAR COUNTY,24315 BULVERDE GREEN,SAN ANTONIO,78261,KG,5,20,N,N,NO,N,980,5.306122449,0.102040816,6.326530612,39.89795918,0.204081633,5.510204082,42.65306122,16.83673469,9.1,527,528,11.57495256,88.42504744,63.94686907,41.93548387,9.46969697,90.53030303,67.23484848,40.90909091,NA,NA,NA,NA,NA,55.23892593,53.81740189,54.52816391,NA,NA,NA,NA,NA,NA,65.59085878,A,-0.048615486,65.54224329,A,B,61.82520157,580,B+,29
46902122,KINDER RANCH EL,COMAL ISD,COMAL COUNTY,1404 IH 35 N,NEW BRAUNFELS,78130-3240,EE,5,20,N,N,NO,N,596,3.523489933,0.167785235,0.67114094,55.53691275,0.33557047,2.516778523,37.24832215,30.87248322,8.5,280,280,14.28571429,85,58.21428571,35.35714286,8.928571429,90.71428571,66.78571429,44.28571429,NA,NA,NA,NA,NA,50.56216812,58.35341263,54.45779038,NA,NA,NA,NA,NA,NA,62.5,B,5.993559848,68.49355985,A,B,61.75529962,583,B+,30
46901102,LONE STAR EARLY CHILDHOOD CENTER,NEW BRAUNFELS ISD,COMAL COUNTY,2343 W SAN ANTONIO ST,NEW BRAUNFELS,78130-6799,EE,PK,13,N,N,NO,N,404,0.99009901,0,0.495049505,64.35643564,0,1.98019802,32.17821782,57.92079208,13.2,135,135,11.11111111,88.88888889,54.07407407,28.88888889,9.62962963,90.37037037,58.51851852,31.11111111,NA,NA,NA,NA,NA,56.79917908,61.86761093,59.33339501,NA,NA,NA,NA,NA,NA,56.2962963,B,12.90193113,69.19822743,A,A,61.54769694,599,B+,31
46902111,MH SPECHT EL,COMAL ISD,COMAL COUNTY,1404 IH 35 N,NEW BRAUNFELS,78130-3240,EE,5,20,N,N,NO,N,706,2.83286119,0.141643059,2.974504249,38.8101983,0,4.532577904,50.7082153,17.98866856,13,325,325,9.230769231,90.76923077,64.92307692,40.30769231,8,92,67.07692308,35.07692308,NA,NA,NA,NA,NA,52.57509613,49.65252304,51.11380959,NA,NA,NA,NA,NA,NA,66,A,1.190045806,67.19004581,A,C,61.37318385,611,B+,32
15910123,HIDDEN FOREST EL,NORTH EAST ISD,BEXAR COUNTY,802 SILVER SPRUCE,SAN ANTONIO,78232-2700,KG,5,20,N,N,NO,N,519,3.082851638,0.385356455,2.89017341,33.33333333,0,4.046242775,56.26204239,15.02890173,13.3,262,262,14.88549618,85.11450382,66.03053435,41.98473282,8.778625954,91.22137405,65.26717557,39.69465649,NA,NA,NA,NA,NA,53.7950058,54.36685944,54.08093262,NA,NA,NA,NA,NA,NA,65.64885496,A,-1.318723099,64.33013186,B,B,61.29195318,622,B+,33
15910109,NORTHWOOD EL,NORTH EAST ISD,BEXAR COUNTY,519 PIKE RD,SAN ANTONIO,78209-3142,KG,5,20,N,N,NO,N,409,7.579462103,0,3.667481663,46.45476773,0,3.91198044,38.38630807,41.56479218,20.9,208,208,21.63461538,78.36538462,58.65384615,45.67307692,14.90384615,85.09615385,63.46153846,35.57692308,NA,NA,NA,NA,NA,53.63389969,45.81701279,49.72545624,NA,NA,NA,NA,NA,NA,61.05769231,B,10.11662693,71.17431924,A,D,60.59183677,661,B+,34
15910133,STONE OAK EL,NORTH EAST ISD,BEXAR COUNTY,21045 CRESENT OAK,SAN ANTONIO,78258-3228,KG,5,20,N,N,NO,N,849,2.826855124,0.35335689,7.89163722,51.00117786,0,5.300353357,32.62661955,16.25441696,11.7,391,392,10.74168798,89.00255754,62.91560102,40.15345269,9.43877551,90.30612245,66.58163265,44.3877551,NA,NA,NA,NA,NA,52.09141159,54.68491364,53.38816262,NA,NA,NA,NA,NA,NA,64.74861684,B,-1.315144738,63.4334721,B,B,60.46289377,669,B+,35
15915234,ELLISON EL,NORTHSIDE ISD,BEXAR COUNTY,7132 OAK DR,SAN ANTONIO,78256,EE,5,20,N,N,NO,N,531,2.824858757,0,5.649717514,54.42561205,0,2.259887006,34.83992467,21.46892655,14.1,261,260,14.17624521,85.05747126,63.60153257,37.16475096,10,89.61538462,62.69230769,41.53846154,NA,NA,NA,NA,NA,56.20763779,52.2071228,54.2073803,NA,NA,NA,NA,NA,NA,63.14692013,B,0.764253254,63.91117338,B,B,60.36140278,678,B+,36
15915104,HELOTES EL,NORTHSIDE ISD,BEXAR COUNTY,13878 RIGGS RD,HELOTES,78023-3916,EE,5,20,N,N,NO,N,400,1.75,0.25,1.75,47,0,2.25,47,13.75,7.9,216,216,12.96296296,87.03703704,59.72222222,34.72222222,9.259259259,90.74074074,68.05555556,33.33333333,NA,NA,NA,NA,NA,56.25973892,56.35383987,56.3067894,NA,NA,NA,NA,NA,NA,63.88888889,B,-4.037635738,59.85125315,B,A,59.95562817,703,B+,37
15910146,LAS LOMAS EL,NORTH EAST ISD,BEXAR COUNTY,20303 HARDY OAK,SAN ANTONIO,78258,EE,5,20,N,N,NO,N,502,4.581673307,0.796812749,11.15537849,43.22709163,0,6.374501992,33.86454183,18.12749004,11.9,279,279,17.92114695,82.07885305,63.44086022,42.29390681,11.11111111,88.88888889,64.51612903,43.01075269,NA,NA,NA,NA,NA,50.39621735,52.96630859,51.68126297,NA,NA,NA,NA,NA,NA,63.97849462,B,-0.732370911,63.24612371,B,C,59.57565847,729,B+,38
15827002,SCHOOL OF SCIENCE AND TECHNOLOGY - ALAMO,SCHOOL OF SCIENCE AND TECHNOLOGY,BEXAR COUNTY,12200 CROWNPOINT DR STE 100,SAN ANTONIO,78233,KG,8,20,N,Y,NA,N,431,11.60092807,0,4.176334107,54.75638051,0,5.568445476,23.89791183,48.95591647,13.4,279,258,22.22222222,77.41935484,51.61290323,33.33333333,12.79069767,87.20930233,60.85271318,32.17054264,NA,NA,NA,NA,NA,50.78329849,62.19534683,56.48932266,NA,NA,NA,NA,21,21,56.2328082,B,8.818391326,65.05119953,A,A,59.19851902,759,B+,39
46902125,INDIAN SPRINGS EL,COMAL ISD,COMAL COUNTY,1404 IH 35 N,NEW BRAUNFELS,78130-3240,KG,5,20,N,N,NO,N,783,4.853128991,0.255427842,3.959131545,35.63218391,0,3.703703704,51.59642401,5.491698595,6.6,392,392,10.45918367,89.28571429,71.42857143,52.29591837,10.20408163,89.54081633,60.71428571,36.73469388,NA,NA,NA,NA,NA,55.94752502,51.91827011,53.93289757,NA,NA,NA,NA,NA,NA,66.07142857,A,-8.436827327,57.63460124,B,B,59.15376282,763,B+,40
15910134,LONGS CREEK EL,NORTH EAST ISD,BEXAR COUNTY,15806 O'CONNOR,SAN ANTONIO,78247-1711,KG,5,20,N,N,NO,N,636,4.716981132,0.157232704,0.943396226,53.6163522,0.314465409,5.188679245,35.06289308,30.50314465,8.7,330,330,14.24242424,85.75757576,61.51515152,37.27272727,8.181818182,91.81818182,62.42424242,30.60606061,NA,NA,NA,NA,NA,49.1724205,47.09432983,48.13337517,NA,NA,NA,NA,NA,NA,61.96969697,B,5.253226344,67.22292331,A,D,59.04955648,776,B+,41
15915165,CARSON EL,NORTHSIDE ISD,BEXAR COUNTY,8151 OLD TEZEL RD,SAN ANTONIO,78250-3084,EE,5,20,N,N,NO,N,588,5.612244898,0,1.360544218,63.43537415,0.340136054,2.210884354,27.04081633,37.58503401,8.9,288,288,18.05555556,81.94444444,55.55555556,32.29166667,13.54166667,86.45833333,60.06944444,30.90277778,NA,NA,NA,NA,NA,55.05949783,58.04561234,56.55255509,NA,NA,NA,NA,NA,NA,57.8125,B,4.896418619,62.70891862,B,A,58.96563324,783,B+,42
46901107,WALNUT SPRINGS EL,NEW BRAUNFELS ISD,COMAL COUNTY,1900 S WALNUT,NEW BRAUNFELS,78130-1199,KG,5,13,N,N,NO,N,521,1.343570058,0,1.727447217,45.48944338,0.575815739,4.222648752,46.64107486,32.0537428,17.5,255,255,11.76470588,88.23529412,59.21568627,33.33333333,7.843137255,92.15686275,61.56862745,32.94117647,NA,NA,NA,NA,NA,51.08065033,52.09719086,51.5889206,NA,NA,NA,NA,NA,NA,60.39215686,B,4.547655485,64.93981235,B,C,58.91465631,788,B+,43
15915193,FRANKLIN EL,NORTHSIDE ISD,BEXAR COUNTY,9180 SILVER SPOT,SAN ANTONIO,78254,EE,5,20,N,N,NO,N,732,5.601092896,0,1.912568306,60.6557377,0.409836066,4.098360656,27.32240437,35.10928962,11.4,326,326,13.80368098,86.19631902,59.50920245,34.04907975,11.04294479,88.95705521,60.42944785,30.06134969,NA,NA,NA,NA,NA,49.98060989,52.14424515,51.06242752,NA,NA,NA,NA,NA,NA,59.96932515,B,5.7740181,65.74334325,A,C,58.86610694,791,B+,44
15915167,RABA EL,NORTHSIDE ISD,BEXAR COUNTY,9740 MISTY ROCK,SAN ANTONIO,78251-4723,EE,5,20,N,N,NO,N,735,9.387755102,0.136054422,7.619047619,60.13605442,0.408163265,1.904761905,20.40816327,42.58503401,21.6,360,361,19.72222222,80.27777778,53.61111111,30.55555556,17.17451524,82.82548476,60.11080332,32.68698061,NA,NA,NA,NA,NA,54.49596405,58.75587845,56.62592125,NA,NA,NA,NA,NA,NA,56.86095722,B,6.414055167,63.27501238,B,A,58.86170965,793,B+,45
15915186,KRUEGER EL,NORTHSIDE ISD,BEXAR COUNTY,9900 WILDHORSE PKWY,SAN ANTONIO,78254-1699,EE,5,20,N,N,NO,N,821,2.679658952,0.243605359,2.192448234,57.73447016,0.243605359,2.436053593,34.47015834,29.71985384,11.7,432,434,14.58333333,85.41666667,60.18518519,32.40740741,9.677419355,90.32258065,61.75115207,34.10138249,NA,NA,NA,NA,NA,50.19886398,51.50766373,50.85326386,NA,NA,NA,NA,NA,NA,60.96816863,B,3.801213073,64.7693817,B,C,58.80474112,797,B+,46
15822007,JUBILEE LIVING WAY,JUBILEE ACADEMIES,BEXAR COUNTY,4434 ROLAND RD,SAN ANTONIO,78222,PK,12,20,N,Y,NO,N,359,0,0,1.114206128,97.21448468,0,0,1.671309192,69.63788301,10.7,136,136,16.91176471,79.41176471,52.94117647,32.35294118,13.97058824,83.82352941,53.67647059,30.14705882,NA,NA,NA,NA,NA,52.87911224,56.73460007,54.80685616,NA,NA,NA,NA,NA,NA,53.30882353,B,14.7112893,68.02011283,A,B,58.65321891,808,B+,47
94903102,NAVARRO INT,NAVARRO ISD,GUADALUPE COUNTY,300 LINK RD,SEGUIN,78115-0010,4,6,13,N,N,NO,N,401,1.246882793,0,0.498753117,43.3915212,0,1.496259352,53.36658354,38.65336658,9.3,402,404,19.90049751,79.60199005,50.24875622,26.86567164,7.425742574,92.07920792,66.33663366,40.34653465,NA,NA,NA,NA,NA,50.62104797,56.52942276,53.57523537,NA,NA,NA,NA,NA,NA,58.29269494,B,5.915480274,64.20817522,B,B,58.63334314,809,B+,48
